# x,y
0.3400,0.3297
0.6849,0.7212
0.0085,0.2924
-0.8343,-0.3787
0.1230,-1.0068
0.9266,-0.2706
0.4113,0.8560
-0.8735,-0.2422
-0.9286,-0.0964
-0.2277,0.2118
0.1675,0.9207
0.9378,0.0129
-0.7430,0.4988
-0.6440,-0.7493
0.8552,0.5673
0.6491,-0.8406
0.8810,0.4765
0.0137,0.4119
-0.1560,-0.4385
0.9946,-0.0678
-0.6509,0.9014
0.7485,-0.7682
0.4539,0.0178
-0.0705,0.4026
0.5129,-0.8038
-0.9166,-0.4386
-0.3250,0.8815
-0.5390,0.8723
1.0354,-0.0251
0.6486,-0.7422
0.8455,-0.1443
-1.0129,-0.0225
-0.7173,-0.6055
0.0587,-1.0933
0.5365,-0.9309
0.3162,0.1962
0.7768,-0.6576
0.1605,-0.4986
-0.0617,0.4853
0.7528,0.6041
-0.1712,-0.9017
-0.0200,0.4002
-0.9409,0.4221
0.8500,-0.4526
-0.5483,-0.8112
0.9994,0.5108
1.1185,0.3129
0.0995,0.2176
0.5640,0.8494
0.0725,-0.3961
0.8346,0.6044
-0.6224,-0.8548
-0.3699,0.9178
0.7406,0.6044
0.9841,-0.1703
0.9905,0.0225
-0.7440,0.6548
0.1031,-0.9339
-0.1978,-0.3005
-0.4691,0.1168
0.0267,1.0127
0.2676,-0.8197
0.2740,-0.1365
-1.0811,0.0423
0.4853,-0.0177
-0.6785,0.7056
0.1667,0.8225
-0.4080,0.3839
0.7816,-0.4532
-0.3686,0.9138
0.7444,0.5308
-0.2485,-0.8490
-0.6907,0.5109
0.4823,-0.9963
0.3290,-0.0011
-0.7353,0.6303
0.5811,1.1280
0.8044,0.3710
-0.7812,0.5034
-0.1964,-0.3429
-0.3243,0.0095
0.2669,0.9494
0.1597,-0.4098
-0.2678,0.4766
-0.3284,0.0859
-0.3518,0.2435
-0.6786,-0.6909
0.2757,-0.3052
0.4217,-0.2274
0.1992,-0.2281
-0.3021,-0.3463
-0.3698,-0.1381
0.9790,0.2777
-0.0106,0.9484
-0.9765,-0.3497
-0.5286,0.7839
-0.8736,-0.5028
0.9894,0.0042
0.1812,-0.4606
-0.2503,-1.0343
-0.3977,-0.1517
-0.1441,-0.3326
-0.5928,0.0453
-0.5565,1.0219
-0.8836,0.1552
-0.4296,0.0701
0.1534,-0.9107
0.5789,-0.7684
-0.0109,0.3281
-0.4207,-0.2313
-0.3099,0.1922
0.8555,-0.6057
0.2112,0.2511
0.0126,0.9430
0.7727,0.6880
-0.8708,0.1377
-0.5363,-0.0021
-0.7456,-0.5184
0.3903,-0.1593
-0.6181,0.8011
0.0020,-1.0142
-0.3729,-0.1468
0.5839,0.8540
0.3569,0.1349
-0.8405,0.6673
-0.2039,-0.3679
0.4561,-0.0467
0.4440,-0.0864
-0.4456,-0.9240
0.2529,0.0746
0.1694,0.3143
-0.5701,-0.7880
0.9287,-0.4996
-0.3469,0.8156
-0.1933,1.0362
1.0592,0.1635
0.4593,0.8571
1.1487,-0.1276
0.2686,-0.3407
-0.8360,-0.5405
-0.3035,0.9430
-1.0015,0.0042
-0.8126,-0.5812
-0.0353,-0.3354
-0.8604,0.0822
-0.9674,0.2519
1.1047,-0.2582
0.8629,0.0249
0.1889,0.5443
-0.9351,-0.2099
0.5192,-0.8076
-0.2832,-0.9596
-0.6509,-0.7029
-0.7947,-0.6383
-0.2608,-0.0862
-0.0630,-0.3230
0.6877,0.7873
-1.0719,-0.5223
-0.0751,-1.0505
-0.8719,-0.3392
-0.9840,0.1891
-0.9929,-0.3298
0.7744,0.7398
0.0154,1.1225
-1.0336,0.4101
0.5398,-0.9496
-1.0236,-0.1486
-0.0926,-0.4184
0.3228,0.8795
0.1781,-1.0039
0.9469,0.3996
-0.7006,0.5123
0.3344,0.0232
0.1694,0.4711
0.3450,0.0754
0.3924,0.8511
0.9074,-0.4392
-0.1557,0.3253
0.2774,1.0224
-0.4017,-0.8969
-0.4463,-0.7472
-0.9974,0.5249
-0.3295,0.2202
1.0309,-0.4288
-0.6306,-0.6611
-0.0807,0.8727
-0.9307,0.3201
-0.1602,0.9746
-0.9132,-0.0084
0.5740,-0.8639
1.0027,0.4006
0.8150,-0.5141
0.9356,-0.3841
0.1519,0.8958
-0.3884,0.0911
-0.2883,-1.1242
0.3095,0.3588
-0.3095,-0.1249
-0.0889,-0.5150
-0.3000,-0.9543
-0.1257,0.9259
-0.0291,-0.8795
0.6255,-0.6836
-0.2328,-0.9432
-0.1105,0.2387
0.0166,-0.4621
0.1949,-0.9997
0.5008,-0.9045
0.0820,-0.2554
-0.6072,0.7439
0.8185,-0.5839
0.0759,-0.3339
0.6474,0.8157
0.0557,-1.0680
-0.2472,0.2627
-0.1409,-0.2984
0.9616,0.2912
0.0115,0.3661
-0.8182,0.5189
-0.2299,0.9648
