# x,y
-0.4743,0.3005
-0.6205,6.2994
2.5470,0.5894
-0.0678,4.9441
-0.0254,0.3081
2.8265,-0.9223
0.4609,5.2457
2.7614,0.5863
-1.4719,0.3008
2.3867,0.8452
-0.2158,0.1551
0.4586,-0.4794
2.4686,0.0395
4.0669,0.4448
0.5484,0.3172
3.4785,0.2405
3.2921,-0.5703
2.9451,-0.2998
4.1452,-0.3256
3.0525,0.6098
0.3838,-0.9033
0.1977,6.4859
0.8946,6.0162
3.4799,-0.1527
-0.3916,-0.8719
-0.9590,6.2338
-0.4157,5.5082
-0.0755,-0.4663
-0.3618,-0.1301
4.0634,-1.4906
-0.2349,0.6753
0.3379,6.4001
0.3265,0.5174
0.1374,-0.0681
-0.5561,6.1242
2.9992,0.5633
0.7617,5.6005
-0.5860,6.7278
-0.2396,1.0567
-0.3530,6.5271
4.8857,0.0800
0.9920,-0.7906
4.2382,0.4904
-0.2137,6.6602
0.6080,6.9643
3.0013,-0.8178
-0.8522,0.5288
-0.8386,-0.5424
-0.8351,6.7732
0.0083,0.3688
-0.2022,5.8056
3.7293,-0.2101
3.0070,0.4915
0.5319,5.9728
-0.7051,6.5265
3.3817,0.2272
2.9452,0.3888
2.4453,-0.1900
-0.2343,-0.0207
-0.4708,0.2551
-0.0579,7.2333
0.9017,5.4072
0.3158,6.6167
0.0726,-0.2813
0.7172,-0.0899
3.6644,0.3273
2.9276,-1.1107
-0.7396,6.1844
3.0983,0.3911
-0.1648,6.8176
3.4781,-0.5598
-1.6507,6.0906
0.1996,-0.3580
2.8388,0.5887
3.3716,-0.1948
3.9275,0.0080
-0.2292,-0.1314
0.0545,7.0378
-0.3009,0.2442
3.1644,-0.3440
-0.4921,-0.0392
2.8260,-0.8773
-0.5482,-0.0356
0.2107,0.2905
2.6266,0.5920
0.1615,5.7111
-1.0581,-0.3093
0.4330,0.6194
-0.2678,-0.2924
2.5902,-0.2692
0.0609,0.1862
0.1057,6.0549
3.2073,-1.6625
0.4291,-0.1255
3.5048,0.5987
2.4274,-0.6721
4.4082,0.7191
0.4835,0.0655
-0.0919,-0.7308
2.5328,0.2212
